,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,class
TCGA-UY-A9PB,0.63647616,-0.1501508,0.012195516,0.20026997,-2.3185077,-0.5887369,0.9307197,1.4384781,0.13152441,2.0669055,-0.09193828,-0.35670227,-1.2397637,-0.98304814,1.2648003,0.15546647,0.43442002,-0.049380146,-0.39513186,-1.6171093,1.5283294,1.2531514,-1.1909931,-0.7749575,Ba/Sq
TCGA-UY-A9PD,-0.4963317,1.5799416,-0.1933497,-0.15259983,-4.189875,-0.8794884,1.2818029,1.7597983,1.1639699,1.8452682,0.3770004,-1.517451,-2.2746186,-0.39134902,1.448054,-0.05148551,0.45647788,0.45200396,-2.1568737,-2.2465513,0.8838474,0.70885617,-2.7821426,-0.22911644,LumU
TCGA-UY-A9PE,-0.36253387,1.5586232,-0.40400195,-0.5216734,-4.4956923,-1.3157096,1.4507082,1.6442136,1.4082389,2.384713,0.30410334,-1.7385507,-2.519611,-0.08982557,1.687561,0.10392946,0.24515742,0.66161126,-2.1789494,-2.5748255,1.006317,0.5547899,-3.1825292,-0.358992,LumU
TCGA-UY-A9PF,-0.13753958,2.5115223,-0.2886723,0.41194922,-5.344648,-1.817323,1.1237786,2.04118,1.362127,2.204271,0.17107503,-1.6197419,-3.1047826,-0.9441929,1.934087,-0.63940805,0.7385076,0.43607122,-3.0217237,-2.51515,0.97178614,1.1424118,-3.244744,-0.725117,LumP
TCGA-UY-A9PH,0.17542812,1.4925473,-0.26301163,-0.4278953,-4.6542964,-1.5833265,1.2610995,1.6167319,1.3400736,2.7392714,0.044460464,-1.3741739,-2.603148,-0.27665243,1.8714478,-0.046166807,0.3269695,0.50156945,-2.1226532,-2.4731424,1.2204465,0.77800107,-3.2710032,-0.6792242,LumP
TCGA-XF-A8HB,-1.2356505,0.6366254,0.5924755,0.18058509,-2.5512836,0.8088218,2.1523552,1.6227998,0.87296987,0.8241611,0.7090225,-1.6197903,-0.6432803,0.6174224,1.1192031,0.16983297,0.18121625,-1.0250542,-0.7593037,-2.6656456,1.2298777,0.7851465,-0.85467315,-0.9256658,LumP
TCGA-XF-A8HC,-0.85340405,1.0931567,-0.42612487,-0.4250943,-2.8661673,-0.2213656,1.4420513,1.553212,0.73432624,1.1524374,0.6923577,-1.8644783,-1.7310083,-0.020500422,1.3922485,0.094991386,0.6117515,0.725658,-1.6714126,-1.9081819,0.11074567,0.057040036,-1.9142644,0.37257755,LumU
TCGA-XF-A8HD,-0.23172872,0.08151029,0.24920793,0.22481778,-1.4185773,0.38220263,1.1260221,1.1683178,0.15443674,0.8715173,0.32059205,-0.7791339,-0.4981463,-0.24299067,0.74961513,0.08965537,0.34612697,-0.44945905,-0.19548856,-1.4913296,0.9636271,0.5777217,-0.22682528,-0.5917945,Ba/Sq
TCGA-XF-A8HE,-0.049753,0.8870676,0.8047802,1.4080245,-3.1924381,-0.014784627,0.41590807,1.6977967,1.1536807,0.7944023,0.22301608,-0.4807253,-1.0231204,-1.3858774,0.59598136,-0.8199787,0.5153527,-1.0632365,-1.3531483,-2.012087,1.7226621,1.8974193,-0.8943603,-1.3796731,Ba/Sq
TCGA-XF-A8HF,-0.7198819,1.5369133,-0.3613875,-1.3666041,-6.6522727,-1.890035,2.791985,2.1661553,2.4336352,3.7255204,0.48922655,-2.7128205,-3.428968,1.0619278,2.4821272,0.63526964,-0.54222876,0.780967,-2.911314,-4.538316,1.7948691,0.7948698,-4.95018,-0.5715028,LumNS
TCGA-XF-A8HG,-1.712589,2.0491967,-0.40125555,0.8788483,-3.9963768,-0.6425609,1.5860131,2.2184923,1.2676415,0.68704605,1.1950451,-2.6204908,-2.2737477,-0.37766466,1.2398056,-0.44488654,0.47714126,-0.025956742,-2.5263872,-2.5325167,0.39054346,0.30469337,-1.9540449,-0.06868477,LumP
TCGA-XF-A8HH,-1.0099143,1.3682476,-0.326719,0.33140853,-2.7338645,-0.5928428,1.2188263,1.5355585,0.6817608,0.72517264,0.83847857,-1.9113615,-1.8028603,-0.38636988,1.0063341,-0.3318838,0.51550496,0.15242383,-1.7286121,-1.6825058,0.20362741,0.2108351,-1.5901059,9.763241e-05,LumNS
TCGA-XF-A8HI,-2.128542,1.8483955,-0.9440237,0.8973292,-2.8107507,-0.87375224,1.8776115,1.7490871,1.0181644,0.32425138,1.355912,-3.512157,-1.8681146,0.26144606,1.0553397,-0.5990973,0.28264987,-0.44705638,-1.8323904,-2.2921255,-0.061654925,-0.3313815,-1.3115265,-0.023287281,LumP
TCGA-XF-A9SH,-0.36756516,2.3063588,-0.65241313,-0.07293583,-5.159387,-1.93136,1.476862,1.8623742,1.6687332,2.3355498,0.4419712,-2.262134,-3.0926046,-0.32280743,1.9801245,-0.42105806,0.26867953,0.5429093,-2.6872807,-2.888868,0.9057472,0.799845,-3.4792604,-0.67979866,LumP
TCGA-XF-A9SI,0.5439598,-0.16504493,-0.1266459,-0.1462078,-1.146091,-0.52496076,0.6123005,0.85818475,-0.12071934,1.515036,-0.23018378,-0.19090508,-0.6854843,-0.6550641,0.83530647,-0.1578727,0.45195875,-0.055711985,-0.37534684,-0.8151493,0.80264163,0.8653751,-0.95128924,-0.37879002,Stroma-rich
TCGA-XF-A9SJ,-0.17609537,-0.1881293,0.23348315,-0.8912873,-2.7877681,-0.2971804,1.6412421,1.2086779,0.7224262,2.3498743,-0.051200755,-0.80810094,-1.1723287,0.40660423,1.207625,0.56133676,0.055921048,0.062480368,-1.1055634,-2.4092534,1.447566,0.9438318,-2.1627483,-0.4254898,Ba/Sq
TCGA-XF-A9SK,0.052775424,0.26545367,-0.2916413,-0.47901425,-2.0058494,-0.64460987,1.0193889,0.9958831,0.50092465,1.6988839,-0.04159636,-0.8857004,-1.1061306,-0.05195719,1.0123086,-0.11299321,0.29010308,0.329113,-1.0934526,-1.4708271,0.5395815,0.45490378,-1.5487282,-0.20448089,Stroma-rich
TCGA-XF-A9SL,0.56181407,0.25760505,-0.39343336,-0.44805026,-1.7102889,-0.95158756,0.80529594,0.83577704,0.27042383,1.945437,-0.508371,-0.42240903,-0.924545,-0.3117961,1.2430878,-0.33033305,0.40606177,0.30371416,-0.9755259,-1.1277905,0.58692914,0.6869767,-1.5655316,-0.24614367,Stroma-rich
TCGA-XF-A9SM,0.544864,-0.19970992,0.13104084,0.27735355,-2.101029,-0.40915677,0.9490102,1.3879392,0.013841726,1.8174819,0.033762682,-0.37339675,-1.0545629,-0.8965705,1.1419466,0.23399612,0.37429386,-0.18256116,-0.23384629,-1.6538901,1.5751469,1.1285155,-0.8084104,-0.8108391,Ba/Sq
TCGA-XF-A9SP,0.2201779,0.12749848,-0.2619989,-0.47140256,-1.7980684,-0.5439656,0.96670353,0.9852475,0.3579302,1.7309952,-0.19496042,-0.6930351,-0.9290423,-0.13570927,0.9893369,-0.14535539,0.32350707,0.26950768,-0.96848845,-1.3207653,0.5338758,0.57464707,-1.496956,-0.11780177,Stroma-rich
TCGA-XF-A9ST,-0.7701235,0.6214936,0.8843273,0.48207927,-4.196153,0.5983392,1.678806,2.244123,1.10747,1.4890825,0.6879561,-1.0771745,-1.4057109,-0.32595858,1.0944141,0.49386343,0.30399996,-0.769809,-1.5052717,-2.943609,2.1812284,1.2624142,-1.6064696,-0.77033997,Ba/Sq
TCGA-XF-A9SU,-0.20630588,0.1024746,-0.012515755,-1.114893,-3.1233473,-0.7120068,1.7460785,1.1632624,1.1034065,2.4362755,-0.03576634,-1.1209257,-1.3376336,0.6729769,1.341775,0.3480868,-0.11159676,0.3349825,-1.4174429,-2.5950322,1.178829,0.7690033,-2.5887322,-0.3793005,Stroma-rich
TCGA-XF-A9SV,0.017287739,2.025187,-0.20926891,0.264578,-4.6711116,-1.5254297,0.986976,1.7946321,1.2137909,2.0832174,0.11328068,-1.3481882,-2.6051624,-0.7788787,1.7309402,-0.56279254,0.6168711,0.29828972,-2.5497699,-2.303725,0.9906354,1.0276718,-2.8534522,-0.71552,LumNS
TCGA-XF-A9SW,1.0211542,1.2495842,-0.5089506,-0.25383624,-3.6092505,-1.8728455,0.71116567,1.2974958,0.67757136,2.872818,-0.8726744,-0.350279,-2.111145,-0.916929,2.011544,-0.6049666,0.8427725,0.75279886,-1.9181749,-1.4259317,0.87886584,1.0433367,-2.6644933,-0.6355577,Stroma-rich
TCGA-XF-A9SX,0.43027928,-0.42421716,-0.10340364,-0.7420409,-2.1703193,-0.7926876,1.2348338,1.0402527,0.34891558,2.6331632,-0.44452563,-0.3818289,-1.073265,-0.010591179,1.2157514,0.3659278,0.20560043,0.20453599,-0.8490474,-1.8061917,1.3638164,0.92587876,-1.805966,-0.4483359,Ba/Sq
TCGA-XF-A9SY,0.93135977,0.21576059,0.16819389,0.9827105,-3.0759532,-0.6880702,0.7994928,1.8795136,0.3521383,2.164497,-0.1367715,-0.3035772,-1.4474633,-1.7015917,1.4286288,-0.13447703,0.60106903,-0.36094728,-0.57469755,-2.007663,1.959151,1.9722631,-1.166249,-1.265386,Ba/Sq
TCGA-XF-A9SZ,0.024632985,0.2845328,0.12718375,-0.56881344,-2.613357,-0.47670123,1.0401781,1.0775068,0.69384944,1.9549682,-0.09274136,-0.77247334,-1.2493252,-0.054201066,0.8518444,0.12354866,0.19194755,0.14908549,-1.1750181,-1.809204,1.0083518,0.7350839,-2.0363598,-0.28937155,LumNS
TCGA-XF-A9T0,-1.2355772,0.47717983,0.062795,0.004531324,-1.8095601,0.42981657,1.358917,1.3794154,0.6804814,0.5055243,0.7761892,-1.4425335,-0.77961713,0.13796234,0.78512067,-0.04264459,0.4479158,-0.051915776,-0.94561094,-1.7566721,0.46248746,0.15688872,-1.023753,-0.076838404,LumU
TCGA-XF-A9T2,0.58093226,1.2535309,-0.44711402,-0.15009932,-4.141513,-1.4789345,1.0504739,1.7013972,0.9012769,2.7266054,-0.42400482,-0.8588632,-2.4011393,-0.7751868,1.9628775,-0.38738662,0.65140676,0.5328974,-1.9196283,-1.8155496,0.96541095,1.2069286,-3.097574,-0.41381595,Ba/Sq
TCGA-XF-A9T3,0.8557277,1.347572,-0.20911497,-0.09126737,-4.021516,-1.6089423,0.76534665,1.4218969,0.9686521,2.7694976,-0.5388834,-0.5386745,-2.2252848,-0.895992,1.8606571,-0.49311453,0.7703474,0.43907768,-1.9425229,-1.7777104,1.0971907,1.2092037,-2.8252628,-0.87447554,Ba/Sq
TCGA-XF-A9T4,-0.26289228,0.39926586,0.57530177,1.5269433,-1.6639017,0.5687842,0.630365,1.6990262,0.1579608,0.3456637,0.03992346,-0.44481263,-0.28963035,-1.1805676,0.78048474,-0.65330374,0.5147145,-0.71388155,-0.29483503,-1.921529,1.3955269,1.2510196,0.7298722,-1.1279892,Ba/Sq
TCGA-XF-A9T5,0.114835024,0.0024694353,0.34448415,-0.1481951,-3.1481023,-0.39753097,1.3312155,1.5160681,0.71768117,2.2320461,0.017090544,-0.6610702,-1.368202,-0.21896009,1.3418027,0.29803017,0.18458694,-0.30384892,-0.9921382,-2.3651443,1.8371333,1.2645521,-1.8355796,-0.8545572,Ba/Sq
TCGA-XF-A9T6,-0.69723064,-0.034264017,0.79652673,-0.18699466,-3.8872614,0.27716494,2.4981189,1.8672818,1.0416449,2.218457,0.4774516,-1.372263,-1.4837828,0.52384144,1.51479,0.70908165,-0.069354475,-0.85675335,-1.1572417,-3.5986133,2.3468876,1.4500974,-1.805182,-1.2143463,Ba/Sq
TCGA-XF-A9T8,0.202474,0.3949592,0.5714231,0.67364514,-2.9684541,-0.30095896,0.7039734,1.5022874,0.8903377,1.4401962,0.115677595,-0.45857623,-1.1465446,-0.9840692,0.90393573,-0.30132538,0.41892445,-0.5896397,-0.9942664,-1.8995645,1.6985667,1.497346,-1.170613,-1.1908277,Ba/Sq
TCGA-XF-AAME,0.49572453,0.05891727,-0.17421815,-0.056460947,-1.0620152,-0.54504687,0.42355198,0.7887466,-0.11831859,1.3137258,-0.2779906,-0.12856905,-0.68985754,-0.79240316,0.803506,-0.3412939,0.56043696,-0.018056385,-0.44284725,-0.5939812,0.6311305,0.878145,-0.989637,-0.33294412,Ba/Sq
TCGA-XF-AAMG,-0.48952305,0.28672764,0.103107676,-0.04162007,-1.7802577,0.35874593,0.86832935,1.3531055,0.32827646,0.79488266,0.3186176,-0.73806,-0.7880176,-0.56142044,0.64133435,0.025457561,0.8213594,0.22025305,-1.0830766,-0.984468,0.43564022,0.50604117,-1.0918705,0.34430814,LumU
TCGA-XF-AAMH,-0.9701567,-0.38034743,0.19780433,-1.2007393,-2.2820177,0.08459191,2.396769,1.1501906,0.7843999,1.8961511,0.32844305,-1.3111498,-0.8483182,1.1720376,1.1944767,0.578985,-0.04536286,-0.09380644,-1.1819912,-2.7044237,1.1313261,0.8548629,-2.031334,-0.37881374,Ba/Sq
TCGA-XF-AAMJ,0.52314466,0.7201745,-0.31084692,-0.015982494,-2.280821,-1.0112526,0.5168139,1.0974185,0.3966257,1.7601894,-0.37266323,-0.45405346,-1.4154661,-0.8578869,1.2331755,-0.5792067,0.7020558,0.2828943,-1.2184566,-0.9597192,0.53879696,0.9499152,-1.7335355,-0.43521014,Stroma-rich
TCGA-XF-AAML,-0.48203892,1.4501706,0.34487012,0.31081733,-3.8730175,-0.12767744,0.88297683,1.9423057,0.8292483,1.3494763,0.29272488,-0.8556528,-1.805076,-0.9334313,1.2103521,-0.045040846,0.94598836,0.21335247,-2.1496286,-1.7660805,0.89796853,0.9793011,-2.170227,-0.09026323,LumU
TCGA-XF-AAMQ,-2.016544,0.90876895,0.08569077,1.3277999,-1.917736,1.1430861,1.6008985,2.065339,0.08494999,-0.1716325,0.41392925,-1.3285675,-0.16879092,-0.20452452,0.9756635,-0.08732247,1.0479718,-0.68573207,-0.54004896,-1.8003739,0.9398376,0.5622105,0.6066669,-0.3997255,LumP
TCGA-XF-AAMR,-2.1446729,0.37490815,-0.33443964,2.8126202,-0.47504607,0.22346455,1.2558002,1.4202652,-0.9438602,0.37351945,-0.8775997,-1.0903128,0.987906,1.5177081,1.3393965,0.05098915,0.45845088,-1.5597775,0.8733835,-1.0594684,0.6163274,-0.21152478,2.5312912,-0.52788484,Stroma-rich
TCGA-XF-AAMT,0.3298484,0.08403446,0.08173415,0.49263716,-1.4657246,-0.25260308,0.6153608,1.2108619,0.039783403,1.069095,0.049476776,-0.40125674,-0.6893339,-0.93084085,0.8250885,-0.2679387,0.5079111,-0.17713362,-0.35239205,-1.1338543,0.8908031,0.9411383,-0.45715743,-0.5987015,Ba/Sq
TCGA-XF-AAMW,0.75309163,1.3642795,0.2918388,1.1368172,-4.11286,-1.1245869,0.37854302,1.8417852,1.2374752,2.0913188,-0.371029,-0.33836403,-1.859671,-1.6894395,1.5151542,-1.1119596,0.80813086,-0.4264171,-1.9467684,-2.0974724,1.6469026,2.0473182,-2.1098974,-1.5119627,Ba/Sq
TCGA-XF-AAMX,-1.2102755,1.180874,0.09340775,0.5893413,-2.6540353,0.033357114,1.0228945,1.7523181,0.6100087,0.40155753,0.77824825,-1.316503,-1.3257425,-0.60067326,0.81472933,-0.21789387,0.85799015,0.056815572,-1.7965614,-1.4800314,0.3825325,0.34824345,-1.1734117,0.08518559,LumU
TCGA-XF-AAMY,-0.14334628,1.9313251,-0.22558513,0.53109115,-3.6030545,-1.1975311,0.82681686,1.6206897,0.7314602,1.3076369,0.25102285,-1.3328321,-2.2041256,-1.0150038,1.3958999,-0.7128488,0.7300798,0.24950737,-2.167801,-1.7241719,0.4780367,0.89214635,-2.076094,-0.458907,LumNS
TCGA-XF-AAMZ,-0.2477762,1.7164154,-0.011068361,0.24719024,-4.797613,-1.0820802,1.1609344,2.0033789,1.4369283,2.0580952,0.28505,-1.3769472,-2.384487,-0.5469304,1.6770557,-0.30943185,0.41383204,0.13410085,-2.40831,-2.6113782,1.258016,1.0066832,-2.9094236,-0.6216133,LumP
TCGA-XF-AAN0,-0.65069443,0.49478513,0.15107231,0.30012247,-1.2516731,0.30138236,0.66296387,1.0492119,0.09132347,0.23825668,0.31153637,-0.6089208,-0.5597443,-0.61216897,0.38144553,-0.2674624,0.8066344,-0.083610274,-0.86031866,-0.7347873,0.3403822,0.4574649,-0.40245178,-0.044777304,Ba/Sq
TCGA-XF-AAN1,-0.9326965,1.6001992,-0.5106692,-0.028625965,-3.9445162,-1.0904889,1.6052102,1.7450386,1.4428372,1.445256,0.97443974,-2.374499,-2.245441,0.12968996,1.4837023,-0.22119486,-0.005066812,0.20911753,-2.0232415,-2.7270155,0.69930524,0.31997317,-2.5433846,-0.426244,LumP
TCGA-XF-AAN2,-0.03656311,0.5724696,0.3214693,0.8656833,-2.0110767,-0.058061466,0.3944093,1.3758786,0.39533746,0.67117596,0.1518732,-0.34563938,-0.77503157,-1.1624091,0.6323978,-0.5316547,0.67910796,-0.4031017,-1.0332533,-1.219673,0.9164624,1.2173126,-0.60640854,-0.63675433,Ba/Sq
TCGA-XF-AAN3,-2.8026912,0.47139376,0.019223174,3.759553,-1.209544,0.8377677,2.2089267,2.0228822,-0.70669,0.027834296,-0.84959054,-1.7058127,1.3416146,2.315468,1.6798941,-0.10992187,0.32282215,-2.3719752,1.5560747,-1.9988492,0.98732865,0.47503734,3.1073954,-1.1306138,Ba/Sq
TCGA-XF-AAN4,0.5522793,0.3488395,-0.20170103,-0.13950403,-1.4430555,-0.7549713,0.3840931,0.8237782,-0.0325105,1.4877863,-0.42965928,-0.0896202,-0.9739862,-0.8779468,1.0386916,-0.4478109,0.6750406,0.22448635,-0.66123617,-0.54320925,0.57933676,0.8021243,-1.2577325,-0.36057693,Ba/Sq
TCGA-XF-AAN5,0.3988556,1.0470201,0.30588043,0.7542121,-3.3642964,-0.78239447,0.41050655,1.5028226,1.0429062,1.6264474,-0.22177824,-0.35209352,-1.4929401,-1.2161038,1.1860378,-0.92907214,0.6722222,-0.36382276,-1.6733247,-1.770613,1.3614535,1.583628,-1.7403505,-1.1987115,Ba/Sq
TCGA-XF-AAN7,1.0234858,1.5444236,-0.12666184,0.23794952,-4.0753465,-1.7212431,0.47584698,1.6133616,0.71767086,2.7767844,-0.56127375,-0.29325983,-2.3435013,-1.4107053,1.8835177,-0.48381266,1.0555022,0.38764393,-2.0114388,-1.5155344,1.115242,1.4057148,-2.8019283,-0.88737446,NE-like
TCGA-XF-AAN8,1.2467966,0.8873113,-0.49184892,-0.4821349,-3.3768606,-2.0034237,0.75934935,1.177829,0.7152017,3.3113458,-1.1004874,-0.10671474,-1.8222462,-0.7479954,2.100322,-0.48024076,0.70080876,0.6819087,-1.7780851,-1.5067621,1.1431581,1.0700095,-2.8325596,-0.6866275,Stroma-rich
TCGA-YC-A89H,-0.98494667,0.96607816,0.50307167,0.2519962,-3.6167712,0.10134888,1.5013188,1.7113346,1.604856,1.2271773,0.716671,-1.6534512,-1.3542038,0.05581945,0.8322335,-0.117296174,-0.034785807,-0.5783293,-1.5552905,-2.8462265,1.4334619,0.8438704,-1.9397105,-0.8175231,LumP
TCGA-YC-A8S6,0.7545519,1.0300776,-0.3673074,-0.060322136,-2.8138864,-1.3852577,0.59571004,1.1558719,0.49114698,2.1152651,-0.5119955,-0.4801413,-1.6635437,-0.85070443,1.494111,-0.63250864,0.7640232,0.45582372,-1.5699266,-1.1978418,0.59945816,0.9182804,-1.9854516,-0.5545644,LumP
TCGA-YC-A9TC,-1.085926,0.13942082,0.30092767,-0.45698965,-2.3580904,0.55588794,2.4237008,1.3382398,0.9553571,1.1933486,0.819032,-1.6966474,-0.7733333,0.8258818,1.1810502,0.51493955,-0.020650506,-0.54526347,-0.68552816,-2.7409892,1.1274741,0.7728971,-1.3871759,-0.66302013,Ba/Sq
TCGA-YF-AA3L,-2.2345169,0.08292794,-0.47572932,-1.8920527,-3.402151,-0.34481457,3.3879943,1.6372098,1.8297606,1.8481193,1.1943424,-3.0803714,-1.4946929,2.1847062,1.7471638,0.8460046,-0.49789524,0.85270864,-1.9628475,-4.108308,0.42912072,0.2908877,-3.0508635,0.123304725,LumP
TCGA-YF-AA3M,0.10645236,1.2795737,0.4308469,0.42047924,-4.503912,-0.6262448,0.89933395,1.9794894,1.2874784,2.0637536,0.04145822,-0.7388163,-1.9290711,-0.76339257,1.5699627,-0.34702405,0.49825707,-0.1709333,-2.0377288,-2.457992,1.5535107,1.2846342,-2.573389,-0.8394865,Ba/Sq
TCGA-ZF-A9R0,-0.66049564,2.3193054,-0.8494347,-0.27052227,-5.267601,-1.8968388,1.7470467,1.9837711,1.7405231,2.4572208,0.62665296,-2.6436198,-3.2091475,-0.05511409,2.0923097,-0.16074365,0.12296489,0.8026942,-2.804596,-3.2169847,0.7718358,0.4238029,-3.564926,-0.42819133,LumNS
TCGA-ZF-A9R1,-1.3065441,1.4449905,0.061640758,0.8859217,-3.0936532,-0.14349374,1.3496636,1.814944,1.0660266,0.42845333,0.9512563,-1.8407238,-1.3486458,-0.34459835,0.8151876,-0.36851048,0.33595878,-0.54234374,-1.6429853,-2.1148968,0.7410814,0.59211713,-1.2009765,-0.51137227,LumP
TCGA-ZF-A9R2,-1.4398303,1.9190098,0.108275175,1.277839,-3.9615958,-0.33672827,1.3109534,2.2242303,1.4107614,0.47557643,1.0648246,-2.017315,-1.6149771,-0.51131284,0.97654736,-0.51036066,0.34276488,-0.65033543,-2.1886678,-2.611744,0.954795,0.79446983,-1.3926122,-0.7394224,LumP
TCGA-ZF-A9R3,-2.0310614,1.1441684,-0.49408153,0.71219474,-1.8526961,0.02603285,1.4834312,1.562882,0.4376647,-0.044195592,0.9477539,-2.407639,-1.1857933,0.04228586,0.8399063,-0.56460273,0.7980298,-0.20298252,-1.5329119,-1.5189102,-0.12276687,-0.38068968,-0.7087932,0.4064443,LumP
TCGA-ZF-A9R4,-2.6226668,1.3761925,0.10244104,1.1715633,-2.8752062,0.6587791,1.4553597,2.4369776,0.7274845,-0.25270554,1.1179287,-1.9359019,-1.2721516,-0.4160497,0.917343,-0.3530984,1.1641237,-0.0393058,-2.2767887,-1.8554249,0.30898803,-0.14500207,-0.83651406,0.604689,LumP
TCGA-ZF-A9R5,-3.0217896,1.5123694,-1.10642,0.7195007,-2.6257718,-0.5461436,2.371581,2.035616,1.030605,0.10441801,1.6237285,-4.254952,-1.90281,0.9277589,1.362789,-0.56169593,0.3222326,-0.2298004,-1.8648789,-2.682967,-0.39185476,-1.016995,-1.1784395,0.48711824,LumP
TCGA-ZF-A9R7,-1.0846461,1.4402544,-1.0276214,-0.28561807,-3.473261,-1.4741921,1.8943279,1.6158478,1.3058614,1.5739976,0.9104937,-2.8431566,-2.2539608,0.375619,1.6475579,-0.08631539,-0.028836995,0.64601105,-2.0523162,-2.5857823,0.113918155,-0.085354,-2.1751156,-0.11599894,LumP
TCGA-ZF-A9R9,-0.07679832,0.926123,-0.62886536,-0.36929685,-2.6250153,-1.0598643,1.033224,1.1693481,0.6832286,1.7359464,0.032332323,-1.2466272,-1.6325024,-0.22286007,1.330617,-0.29612845,0.38039148,0.6047631,-1.513714,-1.6156375,0.39268285,0.3908938,-1.9207003,-0.18471146,Stroma-rich
TCGA-ZF-A9RC,-0.38528723,0.822063,-0.41236794,-0.39528236,-2.8285325,-0.6658146,1.3169388,1.3492776,0.8799342,1.6163818,0.4020968,-1.5274422,-1.6089842,-0.06502217,1.2319759,-0.021185428,0.21657811,0.49111885,-1.3955365,-1.9409963,0.52232957,0.34506696,-2.0926561,-0.10351369,Stroma-rich
TCGA-ZF-A9RD,0.6635934,1.0507941,0.39935562,0.41092247,-4.6460094,-1.2263563,0.6719929,1.6907338,1.6541533,2.7434402,-0.41941014,-0.30755067,-2.0142882,-1.0213573,1.6266862,-0.65386677,0.512477,-0.24561518,-1.9837993,-2.4943938,2.1024215,1.7582891,-2.80719,-1.5603675,Ba/Sq
TCGA-ZF-A9RE,-0.7828164,1.7685645,0.8052428,1.9558975,-3.9618104,-0.04965669,0.39724857,2.1265574,1.4470028,0.25043234,0.5018829,-0.7402754,-1.2960682,-1.4555235,0.6427027,-1.2128603,0.6866689,-1.0883863,-2.3187914,-2.2476861,1.4672778,1.7672406,-1.0842888,-1.2806492,Ba/Sq
TCGA-ZF-A9RF,-0.050209474,-0.3396713,0.27620167,0.10680321,-0.9396837,0.16624792,1.0087698,0.9956397,-0.3373714,1.2644496,-0.057517968,-0.37066504,-0.40102518,-0.17316577,0.9006749,0.28283754,0.366121,-0.30838743,-0.012795657,-1.3675756,1.1224912,0.52188694,0.14150535,-0.6482835,Ba/Sq
TCGA-ZF-A9RL,-2.553399,1.7718897,-0.62244403,1.1564789,-2.9218583,-0.23471184,1.7987304,2.1192012,0.86353385,-0.00013074279,1.3131697,-3.0546544,-1.7290837,-0.029081166,1.0477805,-0.57962817,0.7646193,-0.3330288,-2.2154527,-2.0948384,-0.013278469,-0.3162186,-1.1151216,0.36141825,LumP
TCGA-ZF-A9RM,-2.525317,1.477503,0.18223506,1.1672164,-2.7610903,0.87065476,1.2836401,2.3903737,0.67545414,-0.29891524,0.88625634,-1.6214817,-1.2094923,-0.834427,0.82391846,-0.44862512,1.6107547,0.23135483,-2.6243196,-1.4851367,0.09804146,0.034194708,-0.79700476,0.8361323,LumP
TCGA-ZF-A9RN,-0.2309709,0.58462995,0.33228314,0.55806834,-2.7719646,0.2278237,0.94546014,1.7853619,0.46932638,1.0347168,0.30253202,-0.6571559,-0.9966653,-0.90738225,0.86329883,0.11379525,0.6091902,-0.3043107,-1.0831764,-1.6349837,1.2237316,1.1705831,-0.8946412,-0.34236336,Ba/Sq
TCGA-ZF-AA4N,0.45412025,0.6230264,0.43421122,0.84621847,-3.36923,-0.5361571,0.55036235,1.7553447,0.980453,1.7925566,-0.24441949,-0.30915475,-1.3416631,-1.3321029,1.244616,-0.6106291,0.56601244,-0.48056573,-1.2083755,-1.9525441,1.729049,1.8974051,-1.5967506,-1.2415742,Ba/Sq
TCGA-ZF-AA4R,0.0233607,0.8721508,-0.0034472002,0.38048422,-2.212664,-0.39405075,0.4762448,1.3402143,0.32151663,1.0492448,0.0066670626,-0.502344,-1.1994829,-1.0378137,0.9570271,-0.49250484,0.7995664,0.048655517,-1.2569239,-0.9563253,0.51453096,0.97761893,-1.3829886,-0.24998271,Ba/Sq
TCGA-ZF-AA4T,-1.5069993,1.2295526,0.4710507,0.6783883,-3.237489,0.62586236,1.0914116,2.1813955,0.86854464,0.35031283,0.7332135,-1.1492772,-1.2488923,-0.75626075,0.8840127,-0.10734831,1.0803461,0.12265477,-2.132607,-1.7392703,0.64076626,0.59093994,-1.3469672,0.27855828,LumU
TCGA-ZF-AA4U,-1.2987788,1.6363653,-0.029524691,0.5366654,-4.2211585,-0.42314765,1.768489,2.0627882,1.7900088,1.065287,1.1758107,-2.4504635,-1.85924,0.11582348,1.2248458,-0.23927987,-0.08307451,-0.45118266,-1.9516753,-3.1667953,1.1319423,0.6086446,-2.1199212,-0.7716635,LumP
TCGA-ZF-AA4V,-0.2775376,0.35504636,0.5481875,0.0339372,-3.418473,0.119273216,1.4767789,1.6807743,0.9344022,1.8091904,0.3430908,-1.0466672,-1.3095337,-0.20557892,1.115737,0.45361027,0.11325663,-0.4156468,-0.98985887,-2.628979,1.788327,1.0735264,-1.6523161,-0.73156095,Ba/Sq
TCGA-ZF-AA4W,-0.24306025,0.57199377,1.0144578,0.99264646,-5.269503,-0.21937937,1.4299638,2.2978914,2.0276673,2.214925,0.29827943,-0.8974464,-1.9147998,-0.8383107,1.3611605,-0.16765288,0.06891203,-1.030555,-1.7059895,-3.56271,3.0579607,2.1655211,-2.2589803,-1.8148732,Ba/Sq
